date,open,low,high,close,volume,changeClosePercent
2025-11-04 15:59:00,1.25,1.25,1.26,1.25,1083011,0.0
2025-11-04 15:58:00,1.25,1.24,1.25,1.25,698969,0.0
2025-11-04 15:57:00,1.25,1.24,1.26,1.25,892203,0.8064516129032251
2025-11-04 15:56:00,1.24,1.24,1.25,1.24,0,0.0
2025-11-04 15:55:00,1.25,1.24,1.25,1.24,24145621,-0.8000000000000007
2025-11-04 15:54:00,1.24,1.23,1.25,1.25,523156,0.8064516129032251
2025-11-04 15:53:00,1.24,1.23,1.24,1.24,220008,0.0
2025-11-04 15:52:00,1.24,1.23,1.24,1.24,128795,0.0
2025-11-04 15:51:00,1.23,1.23,1.24,1.24,230102,0.0
2025-11-04 15:50:00,1.23,1.23,1.24,1.24,76526,0.0
2025-11-04 15:49:00,1.24,1.23,1.24,1.24,0,0.0
2025-11-04 15:48:00,1.24,1.23,1.24,1.24,22730572,0.0
2025-11-04 15:47:00,1.23,1.23,1.24,1.24,288537,0.8130081300812941
2025-11-04 15:46:00,1.23,1.22,1.23,1.23,45856,0.0
2025-11-04 15:45:00,1.23,1.22,1.23,1.23,182231,0.0
2025-11-04 15:44:00,1.23,1.22,1.23,1.23,383967,0.0
2025-11-04 15:43:00,1.22,1.21,1.23,1.23,229021,0.8196721311475308
2025-11-04 15:42:00,1.22,1.21,1.22,1.22,44210,0.0
2025-11-04 15:41:00,1.22,1.21,1.22,1.22,95441,0.0
2025-11-04 15:40:00,1.22,1.21,1.22,1.22,62168,0.0
2025-11-04 15:39:00,1.21,1.21,1.22,1.22,176578,0.0
2025-11-04 15:38:00,1.22,1.21,1.22,1.22,0,0.0
2025-11-04 15:37:00,1.22,1.21,1.22,1.22,22000274,0.0
2025-11-04 15:36:00,1.21,1.2,1.22,1.22,100681,1.6666666666666607
2025-11-04 15:35:00,1.21,1.2,1.21,1.2,129876,-0.8264462809917328
2025-11-04 15:34:00,1.21,1.2,1.21,1.21,39482,0.0
2025-11-04 15:33:00,1.21,1.21,1.21,1.21,79624,0.0
2025-11-04 15:32:00,1.21,1.2,1.21,1.21,84272,0.0
2025-11-04 15:31:00,1.21,1.2,1.21,1.21,37843,0.8333333333333304
2025-11-04 15:30:00,1.21,1.2,1.21,1.2,169540,0.0
2025-11-04 15:29:00,1.21,1.2,1.21,1.2,84164,-0.8264462809917328
2025-11-04 15:28:00,1.21,1.2,1.21,1.21,117495,0.0
2025-11-04 15:27:00,1.21,1.21,1.21,1.21,50419,0.0
2025-11-04 15:26:00,1.21,1.2,1.21,1.21,95872,0.0
2025-11-04 15:25:00,1.2,1.19,1.21,1.21,139972,0.8333333333333304
2025-11-04 15:24:00,1.2,1.19,1.2,1.2,76266,0.8403361344537785
2025-11-04 15:23:00,1.22,1.19,1.22,1.19,340752,-1.6528925619834767
2025-11-04 15:22:00,1.22,1.21,1.22,1.21,102554,-0.8196721311475419
2025-11-04 15:21:00,1.22,1.21,1.22,1.22,121297,0.8264462809917328
2025-11-04 15:20:00,1.22,1.21,1.22,1.21,128121,-0.8196721311475419
2025-11-04 15:19:00,1.22,1.21,1.23,1.22,271844,0.8264462809917328
2025-11-04 15:18:00,1.22,1.21,1.22,1.21,203785,0.0
2025-11-04 15:17:00,1.22,1.21,1.22,1.21,0,0.0
2025-11-04 15:16:00,1.22,1.21,1.22,1.21,20688179,-0.8196721311475419
2025-11-04 15:15:00,1.22,1.21,1.22,1.22,28776,0.0
2025-11-04 15:14:00,1.21,1.21,1.22,1.22,98886,0.0
2025-11-04 15:13:00,1.22,1.21,1.22,1.22,45460,0.0
2025-11-04 15:12:00,1.22,1.21,1.22,1.22,26502,0.8264462809917328
2025-11-04 15:11:00,1.22,1.21,1.22,1.21,36742,-0.8196721311475419
2025-11-04 15:10:00,1.22,1.21,1.22,1.22,295478,0.0
2025-11-04 15:09:00,1.21,1.21,1.22,1.22,31418,0.8264462809917328
